,MMIN,CHMAX,2столбец,4 столбец,5 столбец,6 столбец,8 столбец,9 столбец,adviser,amdahl,apollo,basf,bti,burroughs,c.r.d,cambex,cdc,dec,dg,formation,four-phase,gould,harris,honeywell,hp,ibm,ipl,magnuson,microdata,nas,ncr,nixdorf,perkin-elmer,prime,siemens,sperry,sratus,wang
0,0.25107383385349114,1.0,0.4784583093962198,0.7202527005188581,1.0,0.8,0.7346652306174091,0.6727125558526368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.8744630830732544,0.6761234037828133,0.12808187706311702,0.9857853699529942,0.4338609156373123,0.5656854249492381,0.7990534821237099,0.7351853066860556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.8744630830732544,0.6761234037828133,0.12808187706311702,0.9857853699529942,0.4338609156373123,0.5656854249492381,0.7568029512351966,0.7351853066860556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.8744630830732544,0.6761234037828133,0.12808187706311702,0.9857853699529942,0.4338609156373123,0.5656854249492381,0.7050869445866843,0.7351853066860556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.8744630830732544,0.47809144373375745,0.12808187706311702,0.8758356612990179,0.4338609156373123,0.5656854249492381,0.649471330155583,0.5658950478366034,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.8744630830732544,0.6761234037828133,0.10189406776905618,0.9857853699529942,0.6135719910778963,0.5656854249492381,0.8342139615064483,0.7707019249523352,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1.0,0.6761234037828133,0.07249198857799022,0.9857853699529942,0.6135719910778963,0.8,0.864325498281316,0.8417183996179378,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1.0,0.6761234037828133,0.07249198857799022,0.9857853699529942,0.6135719910778963,0.8,0.9246283544055445,0.8417183996179378,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1.0,0.6761234037828133,0.07249198857799022,1.0,0.6135719910778963,0.8,0.9798538963002117,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1.0,0.9561828874675149,0.07249198857799022,1.0,0.8677218312746247,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.4978523322930176,0.16903085094570333,0.7574012497697602,0.6103029918648819,0.0,0.2,0.38783405081096806,0.11122577755813146,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.37661075078023687,0.2927700218845599,0.7574012497697602,0.6347549737976768,0.15339299776947407,0.2,0.39861149066714036,0.12230027162543389,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.6233892492197631,0.33806170189140666,0.302440274490998,0.7658859526450419,0.6183469424008422,0.2,0.5736173678538665,0.40084125995841613,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0.7489261661465089,0.33806170189140666,0.2587165279941156,0.8758356612990179,0.6183469424008422,0.2,0.6588112683156926,0.5345062781459258,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0.0,0.23904572186687872,0.7253781974047098,0.0,0.0,0.2,0.10733162107961347,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.37661075078023687,0.6761234037828133,0.5911730091778786,0.8758356612990179,0.0,0.4,0.37055467407727033,0.3775231605508045,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.38080657134768614,0.46291004988627577,0.5479284170029481,0.5459865353370896,0.21693045781865616,0.4,0.24219411601720459,0.11122577755813146,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.37661075078023687,0.6761234037828133,0.5107210585911774,0.691332144231461,0.0,0.5291502622129182,0.3236690873295944,0.17154318491075138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0.4978523322930176,0.47809144373375745,0.5107210585911774,0.5459865353370896,0.0,0.447213595499958,0.3450550575508951,0.09965892509495644,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0.7893400266507692,0.9561828874675149,0.447801737414133,0.691332144231461,0.9139442639718566,0.5656854249492381,0.6294453259227297,0.5496265423078122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.5712867211513107,0.6761234037828133,0.5107210585911774,0.7279919866128666,0.0,0.447213595499958,0.33816545633520284,0.22047650704166155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.7027622516643471,0.5345224838248488,0.5107210585911774,0.7254539500764066,0.0,0.447213595499958,0.3581914605680561,0.24863490832103297,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0.6487017424990368,0.9561828874675149,0.5107210585911774,0.7254539500764066,0.0,0.4898979485566356,0.4872784290722442,0.2552228889253707,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.7027622516643471,0.9561828874675149,0.447801737414133,0.7254539500764066,0.0,0.4898979485566356,0.5334739856047315,0.2858713698248925,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.12553691692674562,0.4140393356054125,0.7038877089595377,0.7202527005188581,0.0,0.2,0.2823374982663395,0.16241202575034097,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.37661075078023687,0.20701966780270625,0.7038877089595377,0.5459865353370896,0.15339299776947407,0.2,0.513171333521929,0.08755388974172473,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0.25107383385349114,0.2927700218845599,0.7038877089595377,0.7202527005188581,0.0,0.2,0.3581914605680561,0.16241202575034097,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0.25107383385349114,0.20701966780270625,0.7038877089595377,0.6103029918648819,0.15339299776947407,0.2,0.31602773571741544,0.09965892509495644,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0.37661075078023687,0.2672612419124244,0.7038877089595377,0.691332144231461,0.15339299776947407,0.2,0.5362206131038871,0.16241202575034097,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0.25107383385349114,0.2927700218845599,0.7038877089595377,0.691332144231461,0.15339299776947407,0.2,0.31602773571741544,0.15294875252495566,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0.546757348778692,0.5855400437691198,0.09248828740223403,0.5888192927916598,0.8778315529155452,0.6928203230275509,0.8029230944708228,0.4988049912104575,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0.546757348778692,0.5855400437691198,0.09248828740223403,0.5888192927916598,0.8778315529155452,0.6928203230275509,0.8648972374413935,0.4988049912104575,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.6722942657054377,0.5855400437691198,0.2587165279941156,0.8087187100996118,0.4200840252084029,0.6928203230275509,0.3517259039194644,0.4153011650900529,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0.6722942657054377,0.5855400437691198,0.2587165279941156,0.8087187100996118,0.4200840252084029,0.6928203230275509,0.4940568882532464,0.4153011650900529,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0.797831182632183,0.5855400437691198,0.2858946346005018,0.9187440800473776,0.4200840252084029,0.6928203230275509,0.6033801262508589,0.5774619002997785,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0.797831182632183,0.5855400437691198,0.317917686965552,0.9187440800473776,0.4200840252084029,0.6928203230275509,0.745017768384022,0.573663127219074,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0.3723154153662721,0.23904572186687872,0.2587165279941156,0.5459865353370896,0.21693045781865616,0.2,0.2529715558733769,0.11122577755813146,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0.4978523322930176,0.2672612419124244,0.2587165279941156,0.6559362439910659,0.21693045781865616,0.2,0.3310422653103688,0.17154318491075138,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0.6233892492197631,0.2672612419124244,0.2587165279941156,0.7658859526450419,0.21693045781865616,0.2,0.5191749994334436,0.2800236780117108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0.4978523322930176,0.2672612419124244,0.2587165279941156,0.6559362439910659,0.21693045781865616,0.34641016151377546,0.30809796400273165,0.18036475291675447,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0.4978523322930176,0.2672612419124244,0.2587165279941156,0.7658859526450419,0.21693045781865616,0.34641016151377546,0.37647377004935295,0.26164818660188105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0.6233892492197631,0.2672612419124244,0.2587165279941156,0.8758356612990179,0.21693045781865616,0.34641016151377546,0.39861149066714036,0.4153011650900529,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0.6233892492197631,0.2927700218845599,0.2587165279941156,0.8758356612990179,0.21693045781865616,0.34641016151377546,0.4537378987964951,0.4153011650900529,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0.6233892492197631,0.2927700218845599,0.2587165279941156,0.8758356612990179,0.21693045781865616,0.34641016151377546,0.4838053911289663,0.4153011650900529,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0.4978523322930176,0.4140393356054125,0.4933354295464305,0.8302024091728342,0.2300894966542111,0.34641016151377546,0.5221137048431164,0.33331350544171023,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0.4978523322930176,0.4140393356054125,0.4933354295464305,0.7658859526450419,0.2300894966542111,0.34641016151377546,0.5221137048431164,0.26164818660188105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0.37661075078023687,0.11952286093343936,0.9266086175960762,0.3298491259619284,0.21693045781865616,0.2,0.23083383525558937,0.04744213561681743,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0.4978523322930176,0.11952286093343936,0.9266086175960762,0.691332144231461,0.0,0.2,0.2529715558733769,0.16241202575034097,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0.37661075078023687,0.2672612419124244,0.7038877089595377,0.7658859526450419,0.15339299776947407,0.2,0.39861149066714036,0.2278068885335719,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0.37661075078023687,0.33806170189140666,0.5911730091778786,0.7658859526450419,0.21693045781865616,0.2,0.4906949923446586,0.24187579233756773,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0.3245082227117845,0.11952286093343936,0.8916064379965913,0.7658859526450419,0.0,0.2,0.291279869587527,0.21293362138556493,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0.25107383385349114,0.11952286093343936,0.8916064379965913,0.5459865353370896,0.0,0.2,0.291279869587527,0.06151103942081326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0.4978523322930176,0.20701966780270625,0.5056364160026057,0.8758356612990179,0.30678599553894814,0.2,0.6588112683156926,0.4081716414503265,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0.4978523322930176,0.16903085094570333,0.5911730091778786,0.7658859526450419,0.0,0.2,0.37647377004935295,0.2278068885335719,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0.4978523322930176,0.16903085094570333,0.447801737414133,0.6559362439910659,0.30678599553894814,0.2,0.30809796400273165,0.18036475291675447,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0.4978523322930176,0.16903085094570333,0.447801737414133,0.8302024091728342,0.30678599553894814,0.2,0.4838053911289663,0.34277677866709566,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0.4978523322930176,0.16903085094570333,0.6140299780060146,0.7658859526450419,0.30678599553894814,0.2,0.5191749994334436,0.2679186426584792,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0.25107383385349114,0.23904572186687872,0.9236294903616418,0.7658859526450419,0.0,0.2,0.14563993479376341,0.21293362138556493,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0.25107383385349114,0.23904572186687872,0.9236294903616418,0.7658859526450419,0.0,0.2,0.1780291525358309,0.21293362138556493,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0.25107383385349114,0.23904572186687872,0.9236294903616418,0.7658859526450419,0.0,0.2,0.2529715558733769,0.21293362138556493,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0.25107383385349114,0.23904572186687872,0.9236294903616418,0.7658859526450419,0.0,0.2,0.20608596912570093,0.21293362138556493,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0.25107383385349114,0.23904572186687872,0.9236294903616418,0.7658859526450419,0.0,0.2,0.27299756010623016,0.21293362138556493,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0.37661075078023687,0.5345224838248488,0.4784583093962198,0.4360368266831136,0.0,0.5656854249492381,0.37647377004935295,0.06151103942081326,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0.6233892492197631,0.7367883976130072,0.3559538153012205,0.7658859526450419,0.6135719910778963,0.2,0.6677536396368797,0.4187939871248294,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0.6233892492197631,0.7367883976130072,0.3559538153012205,0.8758356612990179,0.6135719910778963,0.2,0.6677536396368797,0.5254545364543399,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0.6233892492197631,0.7367883976130072,0.3559538153012205,0.8758356612990179,0.8677218312746247,0.2,0.7910936662234191,0.6110271120455464,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0.25107383385349114,0.37796447300922725,0.3996775617981032,0.4360368266831136,0.0,0.34641016151377546,0.21882405162227764,0.04744213561681743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0.25107383385349114,0.37796447300922725,0.4366454627178291,0.5459865353370896,0.0,0.34641016151377546,0.30809796400273165,0.07485813600861624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
